7,135,8.4
43,315,14.0
5,132,15.7
14,153,17.1
1,123,17.8
8,136,21.1
3,125,21.7
6,134,27.6
53,351,28.3
56,356,29.6
44,316,31.3
13,152,31.5
41,312,34.6
16,156,36.5
82,513,43.3
21,213,46.9
89,531,48.1
2,124,48.6
23,215,53.0
42,314,56.9
54,352,57.1
92,536,60.1
4,126,61.1
60,365,69.7
10,143,73.1
15,154,73.4
45,321,73.4
55,354,74.8
47,325,75.0
11,145,78.8
20,165,79.4
18,163,83.5
25,231,84.3
27,235,85.8
81,512,86.4
84,516,89.3
9,142,97.7
24,216,101.9
12,146,103.1
22,214,107.0
99,563,107.2
51,345,108.7
34,253,114.6
57,361,118.7
90,532,124.5
17,162,140.4
91,534,158.0
33,251,160.9
48,326,161.8
19,164,167.0
97,561,171.2
86,523,172.2
85,521,176.1
49,341,177.1
52,346,181.8
112,635,190.2
28,236,198.2
83,514,201.4
119,653,204.8
46,324,214.0
59,364,225.0
58,362,239.9
26,234,241.7
36,256,251.6
95,543,262.3
88,526,268.0
61,412,270.4
98,562,280.2
50,342,285.4
71,435,290.8
29,241,297.8
63,415,306.7
102,613,314.5
100,564,316.1
75,453,327.9
62,413,329.7
96,546,335.0
64,416,346.3
76,456,346.3
93,541,346.3
117,651,367.0
104,615,373.6
30,243,387.7
109,631,387.7
69,431,400.3
73,451,400.3
35,254,411.0
65,421,440.4
87,524,446.7
40,265,450.0
38,263,456.7
37,261,463.5
70,432,474.2
31,245,477.9
72,436,481.6
74,452,489.3
32,246,545.6
94,542,565.6
80,465,576.2
101,612,576.2
103,614,576.2
66,423,581.6
77,461,587.2
120,654,587.2
68,426,635.6
111,634,662.9
78,462,677.5
113,641,677.5
105,621,692.7
67,425,708.6
118,652,716.9
115,643,734.0
79,463,742.8
116,645,761.1
110,632,811.2
39,264,868.4
108,625,920.2
106,623,1027.0
114,642,1027.0
107,624,1063.0
