1,123,5.1
2,124,6.8
5,132,8.8
6,134,8.8
3,125,15.2
9,142,15.4
10,143,15.9
7,135,16.1
11,145,24.2
13,152,35.6
14,153,37.2
15,154,47.2
42,314,52.8
21,213,58.9
8,136,62.2
4,126,63.1
41,312,64.4
12,146,74.2
22,214,75.0
43,315,80.4
62,413,82.6
61,412,90.2
49,341,95.8
16,156,104.6
63,415,104.6
23,215,107.6
25,231,129.7
18,163,133.2
45,321,143.3
69,431,144.0
81,512,165.0
29,241,172.6
65,421,174.8
44,316,180.2
83,514,183.5
73,451,186.2
19,164,189.1
17,162,200.1
82,513,204.5
53,351,207.3
51,345,239.7
24,216,250.5
64,416,251.4
93,541,258.7
26,234,271.8
20,165,276.3
66,423,281.0
50,342,287.4
46,324,290.7
85,521,311.9
31,245,319.2
33,251,326.8
74,452,328.9
89,531,332.6
30,243,353.7
67,425,368.4
55,354,372.1
70,432,383.5
71,435,387.4
75,453,407.4
47,325,461.1
76,456,462.5
57,361,464.0
27,235,483.4
87,524,486.5
94,542,486.5
72,436,494.5
95,543,494.5
84,516,501.1
35,254,567.3
52,346,571.6
77,461,623.8
54,352,637.0
86,523,642.4
32,246,719.3
56,356,740.6
34,253,770.9
68,426,770.9
91,534,778.9
48,326,874.0
90,532,916.7
37,261,933.8
59,364,945.5
96,546,951.5
103,614,963.7
101,612,976.2
102,613,982.6
58,362,1009.0
79,463,1009.0
88,526,1022.0
28,236,1036.0
60,365,1036.0
97,561,1089.0
113,641,1121.0
78,462,1222.0
111,634,1232.0
80,465,1252.0
36,256,1284.0
105,621,1318.0
109,631,1318.0
104,615,1431.0
100,564,1459.0
92,536,1473.0
117,651,1488.0
39,264,1708.0
99,563,1708.0
98,562,1748.0
38,263,1833.0
107,624,1952.0
106,623,2059.0
40,265,2088.0
114,642,2178.0
115,643,2178.0
120,654,2386.0
116,645,2424.0
110,632,2592.0
119,653,2684.0
112,635,2733.0
118,652,2947.0
108,625,3198.0
