8,136,6.9
6,134,7.6
44,316,10.2
5,132,11.4
42,314,12.5
41,312,20.6
1,123,21.1
57,361,22.7
10,143,24.7
52,346,24.7
18,163,28.7
49,341,29.0
59,364,32.0
12,146,41.4
2,124,56.6
7,135,57.4
43,315,59.0
9,142,61.3
58,362,63.3
45,321,65.4
19,164,67.0
4,126,68.0
50,342,75.3
48,326,86.7
17,162,98.1
62,413,100.4
72,436,100.9
21,213,104.0
109,631,106.0
69,431,106.4
46,324,107.9
25,231,109.1
102,613,116.3
51,345,118.1
60,365,125.4
64,416,128.9
79,463,129.0
111,634,153.1
11,145,155.2
3,125,166.1
28,236,168.1
26,234,172.9
77,461,173.3
70,432,216.0
115,643,217.3
14,153,221.2
22,214,230.5
24,216,235.4
61,412,236.7
53,351,237.0
56,356,238.1
20,165,251.2
103,614,265.3
47,325,282.3
110,632,298.7
55,354,316.0
78,462,335.3
16,156,338.1
113,641,352.6
13,152,362.4
30,243,367.8
15,154,374.0
71,435,385.7
101,612,387.5
66,423,388.1
63,415,397.5
29,241,406.7
65,421,419.2
80,465,420.6
54,352,440.1
38,263,449.8
23,215,481.4
32,246,492.9
68,426,515.6
76,456,531.2
106,623,564.0
37,261,571.9
73,451,592.5
27,235,608.6
112,635,613.1
75,453,628.8
105,621,673.4
114,642,704.2
39,264,708.3
82,513,724.9
74,452,772.7
104,615,772.7
89,531,800.3
107,624,993.9
67,425,1018.0
31,245,1027.0
81,512,1067.0
116,645,1130.0
84,516,1135.0
33,251,1190.0
95,543,1214.0
119,653,1238.0
92,536,1251.0
40,265,1290.0
36,256,1297.0
85,521,1311.0
97,561,1339.0
117,651,1361.0
99,563,1377.0
34,253,1392.0
83,514,1433.0
91,534,1458.0
88,526,1476.0
96,546,1493.0
120,654,1503.0
90,532,1540.0
35,254,1580.0
93,541,1611.0
108,625,1676.0
100,564,1711.0
118,652,1723.0
86,523,1925.0
98,562,1956.0
94,542,2162.0
87,524,2370.0
