1,123,2.2
2,124,5.2
4,126,8.6
5,134,12.9
3,125,14.3
9,146,15.2
7,136,17.3
6,135,25.0
11,234,27.5
8,145,31.6
15,246,31.8
13,236,37.1
10,156,38.3
18,346,39.5
17,345,45.0
12,235,46.7
20,456,80.0
19,356,81.8
14,245,90.0
16,256,128.6
