1,123,5.1
5,132,7.2
4,126,12.4
8,136,13.7
3,125,14.4
7,135,16.1
2,124,17.8
6,134,20.9
21,213,29.5
13,152,34.9
17,162,36.5
14,153,39.6
9,142,40.6
16,156,45.7
10,143,46.1
18,163,46.2
24,216,46.8
23,215,51.8
41,312,53.7
12,146,58.2
22,214,62.3
11,145,62.4
25,231,67.5
44,316,76.0
20,165,80.6
43,315,86.9
19,164,87.7
15,154,95.2
45,321,95.8
42,314,98.3
28,236,127.1
37,261,179.3
27,235,179.8
33,251,180.3
48,326,181.8
29,241,201.1
26,234,213.6
81,512,231.9
84,516,242.4
47,325,242.7
101,612,245.9
57,361,246.6
53,351,262.1
61,412,262.7
38,263,263.5
49,341,272.4
64,416,278.8
82,513,281.9
63,415,284.9
46,324,300.3
62,413,316.7
102,613,320.5
58,362,321.3
32,246,334.4
73,451,340.5
30,243,359.9
85,521,362.4
105,621,363.6
76,456,364.3
56,356,377.1
51,345,390.4
34,253,399.7
54,352,411.3
36,256,420.1
52,346,436.6
60,365,442.7
50,342,446.0
77,461,465.3
31,245,467.8
83,514,468.4
40,265,474.7
65,421,490.5
97,561,500.9
55,354,504.5
109,631,504.5
69,431,523.1
68,426,540.7
89,531,540.7
104,615,570.3
75,453,578.6
88,526,590.2
106,623,594.2
74,452,604.3
80,465,607.4
59,364,640.4
93,541,642.7
39,264,646.2
78,462,653.4
35,254,665.7
103,614,685.0
110,632,685.0
96,546,719.8
70,432,727.2
72,436,734.7
66,423,766.5
79,463,787.0
67,425,794.0
86,523,812.2
71,435,831.3
90,532,843.2
117,651,876.6
98,562,898.8
95,543,941.9
92,536,962.3
87,524,999.9
91,534,999.9
94,542,999.9
99,563,999.9
100,564,999.9
107,624,999.9
108,625,999.9
111,634,999.9
112,635,999.9
113,641,999.9
114,642,999.9
115,643,999.9
116,645,999.9
118,652,999.9
119,653,999.9
120,654,999.9
