64,416,8.5
76,456,9.8
77,461,10.5
80,465,11.2
63,415,13.3
73,451,14.7
12,146,20.3
62,413,21.7
79,463,27.7
11,145,29.2
75,453,32.1
78,462,32.9
10,143,34.7
61,412,37.8
74,452,37.8
72,436,45.6
68,426,47.4
69,431,51.8
71,435,54.0
9,142,61.8
6,134,65.7
67,425,66.0
19,164,66.8
65,421,69.4
113,641,82.9
1,123,86.9
96,546,102.5
5,132,103.4
70,432,104.2
116,645,105.1
2,124,111.4
66,423,114.5
15,154,126.7
93,541,133.8
49,341,135.2
42,314,137.2
8,136,145.3
120,654,146.1
103,614,154.4
7,135,159.5
52,346,165.7
100,564,167.9
51,345,175.3
18,163,192.5
3,125,193.4
20,165,203.2
83,514,203.2
115,643,224.7
16,156,229.5
95,543,239.5
17,162,253.9
117,651,256.4
13,152,259.0
14,153,264.4
4,126,265.3
29,241,283.0
21,213,284.1
30,243,297.3
43,315,309.4
50,342,311.9
22,214,314.5
114,642,322.4
59,364,333.7
41,312,338.1
84,516,341.2
26,234,353.8
94,542,353.8
25,231,358.8
32,246,362.2
24,216,365.7
111,634,382.1
97,561,387.9
55,354,389.9
45,321,404.4
91,534,404.4
46,324,424.6
82,513,439.2
104,615,460.4
101,612,493.1
44,316,496.3
107,624,549.8
39,264,553.8
102,613,570.3
89,531,579.0
27,235,601.8
81,512,626.4
31,245,642.2
34,253,647.7
53,351,647.7
99,563,664.6
23,215,670.4
38,263,694.8
87,524,707.7
57,361,714.3
85,521,734.9
98,562,764.3
88,526,779.9
28,236,787.9
109,631,868.5
92,536,878.5
119,653,888.7
56,356,909.9
47,325,967.4
60,365,967.4
86,523,967.4
90,532,992.6
33,251,999.9
35,254,999.9
36,256,999.9
37,261,999.9
40,265,999.9
48,326,999.9
54,352,999.9
58,362,999.9
105,621,999.9
106,623,999.9
108,625,999.9
110,632,999.9
112,635,999.9
118,652,999.9
