101,612,9.1
17,162,10.1
105,621,11.4
107,624,15.2
4,126,15.8
37,261,17.0
39,264,20.5
24,216,21.1
103,614,24.3
19,164,27.4
32,246,29.2
2,124,30.4
106,623,33.0
114,642,35.2
22,214,38.5
38,263,38.5
102,613,46.4
1,123,46.6
18,163,47.8
29,241,49.8
113,641,49.9
21,213,56.8
78,462,57.5
68,426,61.0
12,146,64.9
28,236,67.7
9,142,68.9
30,243,72.6
77,461,78.7
26,234,79.2
64,416,89.4
65,421,92.3
110,632,94.8
115,643,103.4
61,412,105.5
109,631,109.0
25,231,110.5
5,132,118.9
111,634,125.6
8,136,126.8
66,423,154.7
3,125,159.8
58,362,187.2
48,326,191.4
79,463,194.3
108,625,202.4
10,143,205.9
46,324,208.7
20,165,223.8
6,134,226.1
31,245,229.0
57,361,234.7
44,316,246.6
23,215,247.6
104,615,259.4
40,265,272.8
62,413,281.8
70,432,292.4
45,321,298.7
72,436,321.7
59,364,331.8
41,312,346.6
50,342,350.6
52,346,363.4
63,415,384.4
11,145,389.4
67,425,399.0
27,235,400.7
116,645,400.7
13,152,468.8
69,431,470.0
80,465,470.0
42,314,481.3
35,254,486.6
76,456,529.6
112,635,537.5
7,135,542.4
49,341,596.5
36,256,602.5
74,452,662.5
14,153,721.1
33,251,732.8
118,652,745.0
34,253,751.2
47,325,754.4
16,156,767.3
43,315,777.2
120,654,831.2
71,435,835.1
73,451,842.9
15,154,846.9
51,345,999.9
53,351,999.9
54,352,999.9
55,354,999.9
56,356,999.9
60,365,999.9
75,453,999.9
81,512,999.9
82,513,999.9
83,514,999.9
84,516,999.9
85,521,999.9
86,523,999.9
87,524,999.9
88,526,999.9
89,531,999.9
90,532,999.9
91,534,999.9
92,536,999.9
93,541,999.9
94,542,999.9
95,543,999.9
96,546,999.9
97,561,999.9
98,562,999.9
99,563,999.9
100,564,999.9
117,651,999.9
119,653,999.9
