1,12,1.5
2,13,4.7
4,15,5.9
5,16,11.3
3,14,13.7
6,23,37.0
8,25,43.2
15,56,46.6
11,35,61.4
9,26,66.6
7,24,75.2
12,36,80.4
10,34,93.3
13,45,101.4
14,46,106.0
