2,124,12.0
1,123,15.6
9,142,16.8
22,214,19.0
6,134,21.4
5,132,22.3
21,213,25.8
10,143,26.1
29,241,26.1
61,412,30.5
65,421,34.2
30,243,34.4
41,312,36.1
50,342,39.5
26,234,40.5
66,423,41.5
42,314,42.8
46,324,43.5
49,341,44.8
3,125,46.0
45,321,47.0
25,231,47.2
11,145,49.6
62,413,50.2
70,432,50.2
51,345,57.1
69,431,57.5
23,215,59.6
31,245,62.2
67,425,62.8
7,135,63.1
43,315,63.2
71,435,75.3
63,415,77.5
52,346,77.8
68,426,86.0
12,146,92.3
74,452,93.9
47,325,96.0
32,246,98.6
4,126,98.9
72,436,99.9
64,416,104.4
73,451,106.5
76,456,109.8
24,216,115.7
27,235,121.7
75,453,122.4
13,152,129.8
15,154,135.1
8,136,145.2
55,354,148.1
48,326,151.6
14,153,151.8
44,316,158.1
35,254,162.5
78,462,170.7
53,351,190.1
54,352,202.7
33,251,203.1
77,461,204.9
80,465,206.4
79,463,219.3
28,236,230.2
17,162,254.5
34,253,259.7
19,164,261.5
56,356,263.8
59,364,276.5
94,542,277.8
16,156,286.8
87,524,304.1
95,543,304.1
83,514,340.9
39,264,346.0
91,534,348.1
60,365,351.3
81,512,356.7
82,513,357.8
58,362,358.9
89,531,382.7
93,541,391.8
18,163,398.5
20,165,401.3
85,521,402.7
36,256,431.2
96,546,442.8
57,361,469.8
86,523,487.7
90,532,487.7
37,261,523.0
107,624,614.8
114,642,624.7
100,564,642.1
84,516,700.5
116,645,797.1
88,526,808.3
111,634,825.6
38,263,831.5
115,643,837.5
103,614,849.9
40,265,862.5
113,641,862.5
101,612,869.0
99,563,910.1
92,536,932.1
105,621,963.2
98,562,979.5
97,561,996.4
120,654,1032.0
106,623,1328.0
110,632,1392.0
102,613,1463.0
109,631,1501.0
108,625,1725.0
112,635,1725.0
119,653,1806.0
104,615,1926.0
117,651,2222.0
118,652,2222.0
