6,134,5.7
5,132,6.5
1,123,7.5
2,124,10.3
10,143,11.7
9,142,15.0
7,135,17.5
42,314,23.4
41,312,29.7
11,145,34.6
3,125,36.5
21,213,39.7
49,341,44.7
62,413,47.2
14,153,49.1
22,214,53.8
43,315,57.8
69,431,67.0
13,152,67.7
8,136,75.2
15,154,75.8
45,321,76.0
25,231,79.2
61,412,82.6
12,146,100.1
50,342,103.8
23,215,119.7
63,415,134.8
46,324,142.1
4,126,142.6
29,241,149.4
51,345,150.4
44,316,172.3
53,351,188.0
26,234,188.3
65,421,197.6
70,432,199.5
30,243,221.2
82,513,234.2
18,163,241.5
66,423,250.5
16,156,255.2
73,451,288.8
19,164,289.6
71,435,298.4
64,416,302.6
24,216,315.9
47,325,315.9
17,162,323.5
89,531,326.4
54,352,333.5
52,346,337.7
55,354,346.4
83,514,379.3
31,245,383.3
75,453,390.3
74,452,396.0
27,235,401.9
20,165,414.3
81,512,422.4
67,425,450.7
33,251,517.9
57,361,558.2
84,516,585.5
102,613,619.1
93,541,645.1
85,521,665.0
76,456,681.8
56,356,727.9
72,436,758.6
48,326,792.1
91,534,835.1
103,614,848.2
109,631,855.0
77,461,875.8
95,543,883.0
101,612,890.3
90,532,897.7
86,523,912.9
34,253,936.8
35,254,936.8
79,463,945.0
28,236,961.9
113,641,997.5
32,246,1006.0
94,542,1016.0
87,524,1035.0
68,426,1045.0
59,364,1066.0
60,365,1238.0
37,261,1252.0
97,561,1313.0
105,621,1346.0
112,635,1346.0
104,615,1381.0
111,634,1417.0
58,362,1496.0
99,563,1517.0
117,651,1561.0
92,536,1632.0
115,643,1710.0
78,462,1766.0
38,263,1795.0
110,632,1857.0
39,264,1890.0
119,653,1890.0
80,465,1995.0
88,526,2071.0
36,256,2154.0
106,623,2244.0
96,546,2292.0
116,645,2342.0
107,624,2505.0
114,642,2505.0
40,265,2565.0
120,654,2762.0
98,562,2835.0
100,564,2992.0
108,625,3847.0
118,652,3847.0
