14,153,8.5
7,135,10.8
82,513,11.3
13,152,17.5
43,315,18.9
89,531,19.1
53,351,21.3
81,512,28.2
5,132,29.3
15,154,33.2
6,134,35.6
3,125,36.0
1,123,39.7
16,156,40.8
83,514,47.0
55,354,51.2
84,516,52.0
90,532,54.7
51,345,56.4
42,314,59.8
85,521,62.2
41,312,63.6
8,136,64.3
91,534,67.3
49,341,67.5
56,356,67.5
54,352,69.3
11,145,81.1
52,346,83.5
86,523,84.0
44,316,87.0
10,143,88.3
92,536,89.7
2,124,99.8
47,325,110.8
60,365,118.5
23,215,120.3
45,321,126.0
21,213,127.3
57,361,134.2
59,364,140.6
63,415,143.0
9,142,143.4
27,235,145.9
25,231,148.1
95,543,150.7
93,541,152.6
71,435,154.8
33,251,159.1
75,453,160.3
88,526,161.0
4,126,161.2
97,561,161.8
50,342,166.3
73,451,168.3
34,253,170.1
69,431,170.1
46,324,173.1
20,165,183.3
12,146,184.4
62,413,184.8
87,524,194.9
76,456,209.2
18,163,221.3
26,234,234.7
72,436,234.7
98,562,235.2
80,465,241.2
48,326,257.0
64,416,260.9
99,563,269.7
22,214,275.2
94,542,275.2
74,452,288.0
96,546,288.9
79,463,293.8
77,461,294.7
61,412,300.7
70,432,312.5
19,164,326.4
28,236,329.7
24,216,332.6
17,162,344.6
35,254,375.7
30,243,377.2
58,362,394.3
67,425,408.7
31,245,412.2
68,426,412.2
78,462,424.1
66,423,433.7
29,241,441.7
100,564,459.8
65,421,481.8
36,256,496.8
111,634,559.3
32,246,613.0
112,635,613.0
115,643,615.0
120,654,619.0
104,615,627.1
109,631,633.3
116,645,635.4
117,651,639.7
113,641,661.8
101,612,700.6
102,613,708.4
119,653,762.0
103,614,838.9
38,263,906.5
40,265,924.0
114,642,951.6
37,261,956.4
39,264,980.9
107,624,1093.0
110,632,1180.0
106,623,1250.0
108,625,1266.0
105,621,1396.0
118,652,1438.0
