3,125,7.5
2,124,7.8
11,145,10.8
13,152,11.7
9,142,12.6
1,123,13.2
15,154,13.4
7,135,22.3
5,132,22.9
14,153,23.4
6,134,27.8
10,143,28.7
16,156,38.5
12,146,50.7
63,415,54.4
4,126,54.8
83,514,57.2
81,512,60.4
23,215,64.1
73,451,66.6
22,214,67.0
21,213,67.6
61,412,82.6
93,541,85.0
8,136,92.9
84,516,104.3
20,165,112.9
82,513,123.2
85,521,135.0
74,452,136.6
64,416,138.8
41,312,144.1
17,162,145.4
19,164,153.3
76,456,156.1
94,542,156.2
25,231,167.6
33,251,167.6
29,241,177.2
62,413,182.5
65,421,187.1
96,546,192.2
43,315,199.2
45,321,203.3
67,425,227.3
42,314,227.8
18,163,229.0
31,245,234.5
24,216,236.3
87,524,237.0
97,561,242.9
35,254,268.6
26,234,289.2
75,453,289.6
95,543,311.7
27,235,348.5
100,564,370.0
89,531,379.8
30,243,380.5
77,461,383.9
98,562,389.4
88,526,397.3
86,523,401.7
80,465,416.5
34,253,423.0
53,351,432.3
66,423,440.3
46,324,508.8
44,316,518.6
49,341,527.5
69,431,531.4
91,534,543.4
68,426,573.8
101,612,573.8
50,342,586.3
104,615,591.1
90,532,604.3
71,435,625.3
47,325,632.7
103,614,632.7
70,432,651.8
51,345,663.8
117,651,687.1
78,462,693.7
55,354,728.9
36,256,759.7
99,563,765.1
32,246,767.8
54,352,817.2
37,261,823.5
105,621,958.9
113,641,963.2
120,654,980.7
102,613,1062.0
28,236,1112.0
116,645,1112.0
92,536,1192.0
79,463,1254.0
48,326,1284.0
118,652,1487.0
40,265,1574.0
56,356,1610.0
72,436,1610.0
108,625,1739.0
39,264,1783.0
52,346,2016.0
38,263,2115.0
106,623,2115.0
119,653,2224.0
57,361,2247.0
114,642,2345.0
115,643,2424.0
109,631,2479.0
107,624,2663.0
60,365,3038.0
59,364,3082.0
110,632,3319.0
58,362,3479.0
112,635,3537.0
111,634,4149.0
